X,Y,PK_RANDOM_SAMPLE_LOCATION,REPORTING_UNIT,WATERBODY_TYPE,WATERBODY_NAME,CAN_BE_SAMPLED,LAT_DD,LAT_MM,LAT_SS,LONG_DD,LONG_MM,LONG_SS,PUBLIC_LAND_SURVEY_COORDINATES,COUNTY_NAME,QUARTER_QUAD_MAP_NUMBER,HYDROLOGIC_UNIT_NAME,COMMENTS,OBJECTID
-84.40431656,30.60619332,NW1-SS-2126,NWFWMD-1,STREAM,,N/A,30,36,22.2753,84,24,15.525,T   2    N R   2 S 2,GADSDEN,q5336ne,OCHLOCKONEE RIVER,,763
-84.88831292,30.50781187,NW1-SS-2127,NWFWMD-1,STREAM,,N/A,30,30,28.1022,84,53,17.9114,T   1    N R   7 S 1,LIBERTY,q5340se,OCHLOCKONEE RIVER,,764
-84.5781125,30.08742248,NW1-SS-2128,NWFWMD-1,STREAM,,N/A,30,5,14.7007,84,34,41.1903,T   4    S R   3 S 31,WAKULLA,q4937nw,OCHLOCKONEE RIVER,,765
-84.70125339,30.56593303,NW1-SS-2129,NWFWMD-1,STREAM,,N/A,30,33,57.3383,84,42,4.4973,T   2    N R   5 S 14,GADSDEN,q5338nw,OCHLOCKONEE RIVER,,766
-83.98119366,30.6128502,NW1-SS-2130,NWFWMD-1,STREAM,,N/A,30,36,46.24,83,58,52.283,T   3    N R   3 S 36,JEFFERSON,q5332nw,ST MARKS RIVER,,767
-84.9156047,30.44615358,NW1-SS-2131,NWFWMD-1,STREAM,,N/A,30,26,46.1324,84,54,56.1618,T   1    N R   7 S 27,LIBERTY,q5240ne,OCHLOCKONEE RIVER,,768
-84.79692113,30.37188981,NW1-SS-2132,NWFWMD-1,STREAM,,N/A,30,22,18.7829,84,47,48.9011,T   1    S R   6 S 25,LIBERTY,q5139ne,OCHLOCKONEE RIVER,,769
-84.40302683,30.57508309,NW1-SS-2133,NWFWMD-1,STREAM,,N/A,30,34,30.2785,84,24,10.882,T   2    N R   2 S 14,GADSDEN,q5336ne,OCHLOCKONEE RIVER,,770
-84.81555659,30.5667745,NW1-SS-2134,NWFWMD-1,STREAM,,N/A,30,34,0.3676,84,48,55.9887,T   2    N R   6 S 14,GADSDEN,q5339nw,OCHLOCKONEE RIVER,,771
-84.12320924,30.11045864,NW1-SS-2135,NWFWMD-1,STREAM,,N/A,30,6,37.6308,84,7,23.539,T   4    S R   2 S 27,WAKULLA,q4933nw,ST MARKS RIVER,,772
-84.12457314,30.52434904,NW1-SS-2136,NWFWMD-1,STREAM,,N/A,30,31,27.6359,84,7,28.449,T   2    N R   2 S 34,LEON,q5333sw,ST MARKS RIVER,,773
-84.38187971,30.44600807,NW1-SS-2137,NWFWMD-1,STREAM,,N/A,30,26,45.6085,84,22,54.7524,T   1    N R   2 S 36,LEON,q5236ne,ST MARKS RIVER,,774
-84.61295462,30.54292941,NW1-SS-2138,NWFWMD-1,STREAM,,N/A,30,32,34.5253,84,36,46.6218,T   2    N R   4 S 26,GADSDEN,q5337sw,OCHLOCKONEE RIVER,,775
-83.89325391,30.61087626,NW1-SS-2139,NWFWMD-1,STREAM,,N/A,30,36,39.1338,83,53,35.7,T   3    N R   4 S 35,JEFFERSON,q5332ne,ST MARKS RIVER,,776
-84.59630061,30.42735458,NW1-SS-2140,NWFWMD-1,STREAM,,N/A,30,25,38.456,84,35,46.6674,T   1    S R   4 S 1,GADSDEN,q5237sw,OCHLOCKONEE RIVER,,777
-84.59631035,30.25855107,NW1-SS-2141,NWFWMD-1,STREAM,,N/A,30,15,30.7635,84,35,46.7025,T   2    S R   4 S 36,WAKULLA,q5137sw,OCHLOCKONEE RIVER,,778
-84.51844529,30.62659282,NW1-SS-2142,NWFWMD-1,STREAM,,N/A,30,37,35.7135,84,31,6.3883,T   3    N R   3 S 27,GADSDEN,q5437se,OCHLOCKONEE RIVER,,779
-84.18373422,30.62157514,NW1-SS-2143,NWFWMD-1,STREAM,,N/A,30,37,17.6498,84,11,1.4288,T   3    N R   1 S 36,LEON,q5334ne,OCHLOCKONEE RIVER,,780
-84.8677136,30.44841852,NW1-SS-2144,NWFWMD-1,STREAM,,N/A,30,26,54.2862,84,52,3.7539,T   1    N R   6 S 30,LIBERTY,q5239nw,OCHLOCKONEE RIVER,,781
-84.67859238,30.43347964,NW1-SS-2145,NWFWMD-1,STREAM,,N/A,30,26,0.5062,84,40,42.9177,T   1    N R   4 S 31,GADSDEN,q5238se,OCHLOCKONEE RIVER,,782
-84.55894469,30.00609427,NW1-SS-2146,NWFWMD-1,STREAM,,N/A,30,0,21.9192,84,33,32.1862,T   5    S R   3 S 29,FRANKLIN,q4937se,OCHLOCKONEE RIVER,,783
-84.65001265,30.54985366,NW1-SS-2147,NWFWMD-1,STREAM,,N/A,30,32,59.4526,84,39,0.0307,T   2    N R   4 S 20,GADSDEN,q5338se,OCHLOCKONEE RIVER,,784
-84.02979798,30.5042967,NW1-SS-2148,NWFWMD-1,STREAM,,N/A,30,30,15.4475,84,1,47.2585,T   1    N R   3 S 9,JEFFERSON,q5333se,ST MARKS RIVER,,785
-84.77021716,30.42618449,NW1-SS-2149,NWFWMD-1,STREAM,,N/A,30,25,34.2437,84,46,12.7668,T   1    S R   5 S 6,LIBERTY,q5239se,OCHLOCKONEE RIVER,,786
-84.75411129,30.30476833,NW1-SS-2150,NWFWMD-1,STREAM,,N/A,30,18,17.1456,84,45,14.7857,T   2    S R   5 S 17,LIBERTY,q5139se,OCHLOCKONEE RIVER,,787
-84.94846515,30.36009228,NW1-SS-2151,NWFWMD-1,STREAM,,N/A,30,21,36.3118,84,56,54.4594,T   1    S R   7 S 28,LIBERTY,q5140nw,OCHLOCKONEE RIVER,,788
-84.42449467,30.51046011,NW1-SS-2152,NWFWMD-1,STREAM,,N/A,30,30,37.6358,84,25,28.1662,T   1    N R   2 S 3,GADSDEN,q5336se,OCHLOCKONEE RIVER,,789
-84.75702602,30.57742103,NW1-SS-2153,NWFWMD-1,STREAM,,N/A,30,34,38.6951,84,45,25.2787,T   2    N R   5 S 8,GADSDEN,q5339ne,OCHLOCKONEE RIVER,,790
-84.1048322,30.13739639,NW1-SS-2154,NWFWMD-1,STREAM,,N/A,30,8,14.6067,84,6,17.3817,T   4    S R   2 S 14,WAKULLA,q5033sw,ST MARKS RIVER,,791
-84.40332271,30.34833701,NW1-SS-2155,NWFWMD-1,STREAM,,N/A,30,20,53.9928,84,24,11.9472,T   1    S R   2 S 35,LEON,q5136ne,ST MARKS RIVER,,792
-84.62627506,30.5389138,NW1-SS-2156,NWFWMD-1,STREAM,,N/A,30,32,20.0691,84,37,34.5754,T   2    N R   4 S 27,GADSDEN,q5338se,OCHLOCKONEE RIVER,,793
-84.1801348,30.57365877,NW1-SS-2157,NWFWMD-1,STREAM,,N/A,30,34,25.1509,84,10,48.4709,T   2    N R   1 S 13,LEON,q5334ne,OCHLOCKONEE RIVER,,794
-84.45027315,30.48641852,NW1-SS-2158,NWFWMD-1,STREAM,,N/A,30,29,11.0861,84,27,0.9687,T   1    N R   2 S 17,GADSDEN,q5236nw,OCHLOCKONEE RIVER,,795
-84.70520141,30.21044345,NW1-SS-2159,NWFWMD-1,STREAM,,N/A,30,12,37.5761,84,42,18.7102,T   3    S R   5 S 23,LIBERTY,q5038nw,OCHLOCKONEE RIVER,,796
-84.40201134,30.62689699,NW1-SS-2160,NWFWMD-1,STREAM,,N/A,30,37,36.8085,84,24,7.2262,T   3    N R   2 S 26,GADSDEN,q5436se,OCHLOCKONEE RIVER,,797
-84.5733995,30.04144349,NW1-SS-2161,NWFWMD-1,STREAM,,N/A,30,2,29.1764,84,34,24.2235,T   5    S R   3 S 18,WAKULLA,q4937sw,OCHLOCKONEE RIVER,,798
-84.30259733,30.35961291,NW1-SS-2162,NWFWMD-1,STREAM,,N/A,30,21,34.586,84,18,9.3359,T   1    S R   1 S 35,LEON,q5135ne,ST MARKS RIVER,,799
-84.63590129,30.48213843,NW1-SS-2163,NWFWMD-1,STREAM,,N/A,30,28,55.6778,84,38,9.2298,,GADSDEN,q5238ne,OCHLOCKONEE RIVER,,800
-84.02725626,30.58607864,NW1-SS-2164,NWFWMD-1,STREAM,,N/A,30,35,9.8624,84,1,38.1083,T   2    N R   3 S 9,LEON,q5333ne,ST MARKS RIVER,,801
-84.85633126,30.36521584,NW1-SS-2165,NWFWMD-1,STREAM,,N/A,30,21,54.7566,84,51,22.7775,T   1    S R   6 S 29,LIBERTY,q5139nw,OCHLOCKONEE RIVER,,802
-84.72191828,30.37345009,NW1-SS-2166,NWFWMD-1,STREAM,,N/A,30,22,24.3999,84,43,18.8909,T   1    S R   5 S 22,LIBERTY,q5138nw,OCHLOCKONEE RIVER,,803
-84.51994462,30.61175132,NW1-SS-2167,NWFWMD-1,STREAM,,N/A,30,36,42.2841,84,31,11.7859,T   3    N R   3 S 34,GADSDEN,q5337ne,OCHLOCKONEE RIVER,,804
-83.87306421,30.57526033,NW1-SS-2168,NWFWMD-1,STREAM,,N/A,30,34,30.9165,83,52,23.0171,T   2    N R   5 S 18,JEFFERSON,q5331nw,ST MARKS RIVER,,805
-84.27408613,30.57450004,NW1-SS-2169,NWFWMD-1,STREAM,,N/A,30,34,28.1795,84,16,26.6956,T   2    N R   1 S 18,LEON,q5335ne,OCHLOCKONEE RIVER,,806
-84.65105341,30.11698462,NW1-SS-2170,NWFWMD-1,STREAM,,N/A,30,7,1.1244,84,39,3.7775,T   4    S R   4 S 20,WAKULLA,q4938ne,OCHLOCKONEE RIVER,,807
-84.00747247,30.46686917,NW1-SS-2171,NWFWMD-1,STREAM,,N/A,30,28,0.7084,84,0,26.8867,T   1    N R   3 S 22,JEFFERSON,q5233ne,ST MARKS RIVER,,808
-81.29823502,29.79023295,Z3-SS-12128,ZONE 3,STREAM,,N/A,29,47,24.81830025,81,17,53.6348114,,ST. JOHNS,,DAYTONA-ST. AUGUSTINE, ,844
-80.79502989,27.53552169,Z3-SS-12129,ZONE 3,STREAM,FORT DRUM CREEK,N/A,27,32,7.859680176,80,47,42.0971489,,OKEECHOBEE,,UPPER ST. JOHNS, ,941
-82.0317714,30.37316476,Z3-SS-12125,ZONE 3,STREAM,BRANDY BRANCH,N/A,30,22,23.37240028,82,1,54.36494064,,NASSAU,,ST. MARYS, ,1156
-82.0335724,29.48957647,Z3-SS-12126,ZONE 3,STREAM,ORANGE CREEK,N/A,29,29,22.45529938,82,2,0.848659992,,MARION,,OKLAWAHA, ,1174
-85.22267694,30.82364868,NW2-SS-2001,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,49,25.1145,85,13,21.6215,T   5    N R  10 S 22,JACKSON,q5542nw,CHIPOLA RIVER,Field Recon 05/10/05.Updated by Andy Roach 05/10/05.,1231
-85.09735221,30.04093517,NW2-SS-2002,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,2,27.3465,85,5,50.4527,T   5    S R   9 S 13,LIBERTY,q4941sw,APALACHICOLA RIVER,Updated by Andy Roach 04/28/05.,1232
-85.15931122,30.67487395,NW2-SS-2003,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,40,29.5256,85,9,33.505,T   3    N R   9 S 8,JACKSON,q5442se,CHIPOLA RIVER,Updated by Andy Roach 05/27/05.,1233
-84.96933467,30.15756509,NW2-SS-2004,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,9,27.2141,84,58,9.5897,T   4    S R   7 S 6,LIBERTY,q5040sw,APALACHICOLA RIVER,Updated by Andy Roach 05/10/05.,1234
-85.14432329,30.35497897,NW2-SS-2005,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,21,17.9039,85,8,39.5485,T   1    S R   9 S 33,CALHOUN,q5142ne,CHIPOLA RIVER,Stream damned to create lake.Updated by Andy Roach 05/05/05.,1235
-85.30198064,30.49037896,NW2-SS-2006,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,29,25.3438,85,18,7.1148,T   1    N R  11 S 14,CALHOUN,q5243ne,CHIPOLA RIVER,,1236
-84.79748598,30.62010809,NW2-SS-2007,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,37,12.3685,84,47,50.9345,T   3    N R   6 S 36,GADSDEN,q5339ne,APALACHICOLA RIVER,,1237
-84.74490779,29.87094612,NW2-SS-2008,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,29,52,15.386,84,44,41.6532,T   7    S R   5 S 16,FRANKLIN,q4738nw,NEW RIVER,,1238
-85.03696475,30.23575408,NW2-SS-2009,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,14,8.6944,85,2,13.0579,T   3    S R   8 S 9,LIBERTY,q5041ne,APALACHICOLA RIVER,Field Recon 06/09/05.,1239
-85.02235643,29.84845985,NW2-SS-2010,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,29,50,54.4355,85,1,20.468,T   7    S R   8 S 22,FRANKLIN,q4741ne,APALACHICOLA RIVER,,1240
-85.11383721,30.12799086,NW2-SS-2011,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,7,40.7469,85,6,49.7987,T   4    S R   9 S 14,LIBERTY,q5041sw,APALACHICOLA RIVER,,1241
-85.30074595,30.63996369,NW2-SS-2012,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,38,23.8487,85,18,2.6699,T   3    N R  11 S 23,JACKSON,q5443se,CHIPOLA RIVER,Updated by Andy Roach 3-14-05.,1242
-84.82527943,30.6728893,NW2-SS-2013,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,40,22.3808,84,49,30.9909,T   3    N R   6 S 10,GADSDEN,q5439sw,APALACHICOLA RIVER,,1243
-84.81655616,30.18531999,NW2-SS-2014,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,11,7.1317,84,48,59.5872,T   3    S R   6 S 27,LIBERTY,q5039sw,NEW RIVER,Field Recon 05/09/05.Updated by Andy Roach 05/10/05.,1244
-85.19659837,29.86659271,NW2-SS-2015,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,29,51,59.7138,85,11,47.7388,T   7    S R  10 S 13,GULF,q4742nw,APALACHICOLA RIVER,Updated by Andy Roach 05/27/05.,1245
-84.99809978,30.61431064,NW2-SS-2016,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,36,51.4977,84,59,53.144,T   3    N R   8 S 35,JACKSON,q5340nw,APALACHICOLA RIVER,Updated by Andy Roach 05/13/05.,1246
-84.87414242,30.06334802,NW2-SS-2017,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,3,48.0327,84,52,26.8977,T   5    S R   6 S 7,LIBERTY,q4939nw,NEW RIVER,Updated by Andy Roach 05/13/05.,1247
-85.18939914,30.42307445,NW2-SS-2018,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,25,23.0476,85,11,21.8215,T   1    S R  10 S 1,CALHOUN,q5242sw,CHIPOLA RIVER,,1248
-85.05472686,29.91853554,NW2-SS-2019,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,29,55,6.7079,85,3,17.0015,T   6    S R   8 S 33,GULF,q4841se,APALACHICOLA RIVER,Updated by Andy Roach 05/13/05.,1249
-85.24410351,30.99629094,NW2-SS-2020,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,59,46.6265,85,14,38.7571,T   7    N R  10 S 21,JACKSON,q5642nw,CHIPOLA RIVER,,1250
-84.97782489,30.02812445,NW2-SS-2021,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,1,41.2279,84,58,40.1545,T   5    S R   7 S 19,LIBERTY,q4940sw,APALACHICOLA RIVER,Updated by Andy Roach 05/19/05.,1251
-85.10200526,30.68281524,NW2-SS-2022,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,40,58.1142,85,6,7.2036,T   3    N R   9 S 2,JACKSON,q5441sw,CHIPOLA RIVER,Field Recon 05/10/05.Updated by Andy Roach 05/10/05.,1252
-84.96373519,30.53155234,NW2-SS-2023,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,31,53.5679,84,57,49.4315,T   2    N R   7 S 32,LIBERTY,q5340sw,APALACHICOLA RIVER,,1253
-84.73540496,30.05676647,NW2-SS-2024,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,3,24.3391,84,44,7.443,T   5    S R   5 S 9,LIBERTY,q4938sw,NEW RIVER,Updated by Andy Roach 05/13/05.,1254
-85.01894114,30.44712602,NW2-SS-2025,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,26,49.6332,85,1,8.1729,T   1    N R   8 S 27,CALHOUN,q5241ne,APALACHICOLA RIVER,,1255
-85.04911236,30.12255653,NW2-SS-2026,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,7,21.1833,85,2,56.7893,T   4    S R   8 S 21,LIBERTY,q4941ne,APALACHICOLA RIVER,Updated by Andy Roach 05/27/05.,1256
-84.95092306,30.89800204,NW2-SS-2027,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,53,52.7865,84,57,3.3078,,JACKSON,q5640sw,CHATTAHOOCHEE RIVER,"Actual Large River, On subsidiary channel of the Chattahoochee River.  Updated by Andy Roach 2-16-05",1257
-85.17157408,29.92363078,NW2-SS-2028,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,29,55,25.0508,85,10,17.6514,T   6    S R   9 S 32,GULF,q4842se,APALACHICOLA RIVER,,1258
-85.16033856,30.19810332,NW2-SS-2029,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,11,53.1517,85,9,37.2035,T   3    S R   9 S 29,GULF,q5042ne,CHIPOLA RIVER,Updated by Andy Roach 05/13/05.,1259
-85.22966874,30.5379525,NW2-SS-2030,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,32,16.6085,85,13,46.792,T   2    N R  10 S 27,CALHOUN,q5342sw,CHIPOLA RIVER,Updated by Andy Roach 05/16/05.,1260
-85.40275238,30.90372533,NW2-SS-2031,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,54,13.3904,85,24,9.8929,T   6    N R  12 S 23,JACKSON,q5644se,CHIPOLA RIVER,,1261
-85.15347455,29.9525551,NW2-SS-2032,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,29,57,9.1783,85,9,12.4931,T   6    S R   9 S 21,GULF,q4842ne,APALACHICOLA RIVER,Updated by Andy Roach 05/13/05.Updated by Andy Roach 05/27/05.,1262
-81.48676698,30.22934905,Z3-SS-12127,ZONE 3,STREAM,PABLO CREEK,N/A,30,13,45.63591003,81,29,12.34961987,,DUVAL,,LOWER ST. JOHNS, ,1263
-84.9553378,30.55394441,NW2-SS-2033,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,33,14.1793,84,57,19.2009,T   2    N R   7 S 20,LIBERTY,q5340sw,APALACHICOLA RIVER,Updated by Andy Roach 05/26/05.,1264
-85.20515512,30.50290252,NW2-SS-2034,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,30,10.4286,85,12,18.543,T   1    N R  10 S 11,CALHOUN,q5342sw,CHIPOLA RIVER,,1265
-85.0955746,30.16919426,NW2-SS-2035,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,10,9.0791,85,5,44.0533,T   3    S R   9 S 36,LIBERTY,q5041sw,APALACHICOLA RIVER,,1266
-85.2351418,30.68900618,NW2-SS-2036,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,41,20.4016,85,14,6.495,T   3    N R  10 S 4,JACKSON,q5442nw,CHIPOLA RIVER,,1267
-84.75677614,30.70195836,NW2-SS-2037,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,42,7.0294,84,45,24.3791,T   4    N R   5 S 32,GADSDEN,q5439ne,APALACHICOLA RIVER,Updated by Andy Roach 05/16/05.,1268
-84.61875473,29.92509686,NW2-SS-2038,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,29,55,30.3286,84,37,7.5023,,FRANKLIN,q4837sw,NEW RIVER,,1269
-84.91077166,30.20262277,NW2-SS-2039,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,12,9.4217,84,54,38.7629,T   3    S R   7 S 23,LIBERTY,q5040ne,NEW RIVER,Updated by Andy Roach 05/27/05.,1270
-85.19150432,30.77142995,NW2-SS-2040,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,46,17.1271,85,11,29.4001,T   4    N R  10 S 1,JACKSON,q5542sw,CHIPOLA RIVER,,1271
-84.96471408,30.05197618,NW2-SS-2041,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,3,7.0941,84,57,52.9556,T   5    S R   7 S 8,LIBERTY,q4940sw,APALACHICOLA RIVER,Updated by Andy Roach 05/27/05.,1272
-84.64212207,30.6930432,NW2-SS-2042,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,41,34.9348,84,38,31.6246,T   3    N R   4 S 4,GADSDEN,q5438ne,APALACHICOLA RIVER,Updated by Andy Roach 05/16/05.,1273
-85.01729163,30.69593444,NW2-SS-2043,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,41,45.3433,85,1,2.2346,T   4    N R   8 S 34,JACKSON,q5441ne,APALACHICOLA RIVER,,1274
-84.93089861,30.13461295,NW2-SS-2044,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,8,4.5864,84,55,51.2199,T   4    S R   7 S 15,LIBERTY,q5040se,NEW RIVER,No SCI Flood/High Water Conditions.,1275
-85.16702418,30.35725705,NW2-SS-2045,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,21,26.105,85,10,1.2717,T   1    S R   9 S 32,CALHOUN,q5142ne,CHIPOLA RIVER,,1276
-84.8416509,30.57617619,NW2-SS-2046,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,34,34.2137,84,50,29.9282,T   2    N R   6 S 16,GADSDEN,q5339nw,APALACHICOLA RIVER,,1277
-84.79247167,30.64440876,NW2-SS-2047,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,38,39.8509,84,47,32.883,T   3    N R   6 S 24,GADSDEN,q5439se,APALACHICOLA RIVER,,1278
-85.05377188,29.86034308,NW2-SS-2048,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,29,51,37.2151,85,3,13.5636,T   7    S R   8 S 21,GULF,q4741ne,APALACHICOLA RIVER,,1279
-85.35995529,30.85066138,NW2-SS-2049,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,51,2.3602,85,21,35.8234,T   5    N R  11 S 8,JACKSON,q5543nw,CHIPOLA RIVER,,1280
-85.11861349,30.08753127,NW2-SS-2050,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,5,15.0924,85,7,6.9933,T   4    S R   9 S 35,LIBERTY,q4941nw,APALACHICOLA RIVER,,1281
-85.16433666,30.5747549,NW2-SS-2051,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,34,29.0971,85,9,51.5966,T   2    N R   9 S 17,CALHOUN,q5342ne,CHIPOLA RIVER,,1282
-84.84354294,30.03408454,NW2-SS-2052,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,2,2.6842,84,50,36.7396,T   5    S R   6 S 16,LIBERTY,q4939sw,NEW RIVER,No SCI Flood/High Water Conditions.,1283
-85.13902473,30.42521754,NW2-SS-2053,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,25,30.7627,85,8,20.4737,T   1    S R   9 S 4,CALHOUN,q5242se,CHIPOLA RIVER,,1284
-85.2598899,30.16900086,NW2-SS-2054,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,10,8.3829,85,15,35.5882,T   4    S R  10 S 5,GULF,q5043se,CHIPOLA RIVER,,1285
-85.43163211,30.70085542,NW2-SS-2055,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,42,3.0589,85,25,53.8599,T   4    N R  12 S 34,JACKSON,q5444ne,CHIPOLA RIVER,,1286
-84.66671158,30.68543947,NW2-SS-2056,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,41,7.5614,84,40,0.1468,T   3    N R   4 S 6,GADSDEN,q5438se,APALACHICOLA RIVER,,1287
-84.883824,29.92695182,NW2-SS-2057,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,29,55,37.0065,84,53,1.7514,T   6    S R   6 S 30,FRANKLIN,q4840se,NEW RIVER,,1288
-85.01589469,30.24811958,NW2-SS-2058,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,14,53.2102,85,0,57.2057,T   3    S R   8 S 2,LIBERTY,q5041ne,APALACHICOLA RIVER,,1289
-85.10294498,29.81884696,NW2-SS-2059,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,29,49,7.8291,85,6,10.5867,T   8    S R   9 S 0,GULF,q4741nw,APALACHICOLA RIVER,,1290
-85.03474088,29.97896816,NW2-SS-2060,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,29,58,44.2653,85,2,5.052,,GULF,q4841ne,APALACHICOLA RIVER,No SCI Flood/High water conditions,1291
-85.00760895,30.58501583,NW2-SS-2061,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,35,6.0364,85,0,27.377,T   2    N R   8 S 11,CALHOUN,q5341ne,APALACHICOLA RIVER,,1292
-84.87618699,30.2959459,NW2-SS-2062,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,17,45.3849,84,52,34.2581,T   2    S R   6 S 19,LIBERTY,q5140se,NEW RIVER,,1293
-85.03429462,30.4168914,NW2-SS-2063,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,30,25,0.7886,85,2,3.4454,T   1    S R   8 S 9,CALHOUN,q5241se,APALACHICOLA RIVER,,1294
-84.74330908,30.0920332,NW2-SS-2064,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,5,31.2993,84,44,35.8978,T   4    S R   5 S 33,LIBERTY,q4938nw,NEW RIVER,,1295
-85.37181623,30.69283681,NW2-SS-2065,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,41,34.1919,85,22,18.5228,T   3    N R  11 S 6,JACKSON,q5443nw,CHIPOLA RIVER,,1296
-85.10548368,29.95708638,NW2-SS-2066,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,29,57,25.4909,85,6,19.726,T   6    S R   9 S 14,GULF,q4841nw,APALACHICOLA RIVER,,1297
-85.2144368,30.73299138,NW2-SS-2067,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,43,58.7483,85,12,51.957,T   4    N R  10 S 22,JACKSON,q5442nw,CHIPOLA RIVER,,1298
-85.03567899,29.94223001,NW2-SS-2068,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,Yes,29,56,32.008,85,2,8.4292,,GULF,q4841ne,APALACHICOLA RIVER,No SCI Flood/High Water Conditions,1299
-85.32192998,30.37479513,NW2-SS-2069,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,22,29.2421,85,19,18.9324,T   1    S R  11 S 27,CALHOUN,q5143nw,CHIPOLA RIVER,,1300
-84.97040958,30.60989114,NW2-SS-2070,NWFWMD-2,STREAM,UNKNOWN SMALL STREAM,No,30,36,35.5875,84,58,13.4593,T   3    N R   7 S 31,JACKSON,q5340nw,APALACHICOLA RIVER,,1301
